state;mask;score;visit count
4469450359170;13301247427459;0;1
22058956243330;31027118522759;0;1
4466770199426;13297493590919;29;51
39651138093450;66074047463823;0;1
9380479205377;14259562070147;0;1
22059488919686;31027655393415;0;1
8831801262081;13299112525955;0;1
4466770199938;13297493591939;1;1
4466766007682;13297489334151;1;1
22058952050050;30889675378563;0;1
22196391002498;31027651199367;5;6
22061099532674;30893433471363;1;1
22058952180098;30890212442499;0;1
4604741828742;13435465154959;0;1
8830723653633;30889675833475;0;1
26422909370625;31027651199363;0;1
22059488919686;31027651199367;0;1
8968699150337;13710343061639;1;1
9517918093313;14259562004615;0;1
8830723327489;30889675376515;2;4
57243324137858;66074584335235;0;1
4466766201218;13297493721479;0;1
26423983112193;31028724940931;1;1
8833944551425;13438686380163;0;1
4466770264194;13297501978755;1;4
8831264391169;13298030395783;3;5
8830735908865;13297501913479;3;4
4466766070150;13297501979015;1;1
4467839746438;13299104137607;1;1
4604204958086;31027118522759;0;1
4466766005126;13297493590919;0;1
4879082864774;13709806256271;0;1
22058956243330;31027126911363;0;1
8968162279681;31027118522755;0;1
8830723391745;30889679634819;2;2
57243328331906;66074051723651;1;1
22059493113986;31027655393667;1;1
22058956243586;30889687958403;0;1
8831260197121;66074584334723;1;1
8968162279681;66211486417283;1;1
57243324203138;66074047529351;0;1
8831260197121;31027651199363;0;1
8830723325965;30889679569039;0;1
22058964631682;30890224828803;0;1
8830727520769;13297493590915;2;3
8830727585793;31027118588035;0;1
8831260262401;31027651264643;0;1
4879082864774;13710347255943;0;1
8830731714565;13298038784135;0;1
9106138103809;31302529106051;1;1
26422909371393;30889675376515;1;3
26422913564673;31301996429443;1;1
26423446241281;31302529106051;0;1
4467302876546;13299099944835;1;1
4469450424450;13438686445699;0;1
22058956243330;66074051658119;0;1
22196391002250;31027651199119;0;1
4467302875278;13298026201999;1;1
39651138093198;66074047463823;1;1
4466766004878;30889675375503;1;1
4466770198670;13297493525391;1;1
4466766069902;13297489396623;1;1
4467302875278;30890212245903;0;1
26422909370625;30889675375495;1;1
8831260197121;13298026201991;1;1
8830727520513;13297493525383;0;1
4466770198678;13298030395551;0;1
26423446241281;30890212245647;0;1
44015095414793;66074047463567;1;2
114383839592449;136442791641223;0;1
26422913564673;31027655393411;1;2
4467302876034;30891285988227;0;1
26423446241281;30890212246403;5;7
26422917758977;30889687957639;0;1
57243324137606;66074047463823;0;1
22058952180098;31027114525059;0;1
8831264391169;13298030592131;0;1
22058952179846;30889675833479;0;1
8830735908865;66074060046467;1;1
44015095480321;66074051723395;0;1
4879082865026;31301992235399;0;1
9105601232901;13710343061639;1;1
8830723326217;13297489331087;0;1
8968162279429;31301992235143;0;1
61607281459201;66074060046467;1;1
61607281459201;66212023287939;0;1
8832333938689;13436538962051;0;1
9105605427201;13710347255939;1;2
8830735908865;13435477737603;2;2
8830727520261;13435469348999;1;2
8830727585793;13299104202883;0;1
8830727585793;13298030461063;0;1
26422909435905;66074584400003;1;2
26560348323841;66212023287939;1;1
39651674964102;66074584400007;0;1
9243040186369;31302529106051;1;1
8968162344961;31027651264643;0;1
22059497308290;30890224828551;1;1
4604750217346;31027663782019;0;1
57243861008514;66075662270595;0;1
22060562661506;30891285987719;1;1
22060562661506;30891286052999;0;1
22059493113986;30891290247299;0;1
22196927873154;31027651199119;1;1
4604741828994;13435469349255;0;2
8968162279681;13436538896771;0;1
8968162410497;31027114524803;0;1
8830727651329;13297493721223;1;1
4466770264198;13298030592135;0;1
8830723325965;13297489526927;0;1
8830723325977;13434928283807;2;2
4604209152134;13434932478351;0;1
4741643912578;13709806192515;0;1
22058956308610;31027118588039;0;1
8830723391745;13434932543875;0;1
22059488919686;30891285987719;0;1
8830735908865;13298038784135;0;1
4466766135686;13297493721479;0;1
4741643912066;13709806192515;1;1
4467302876034;13435465220995;1;1
39651138093954;66211486417795;0;1
8968162279433;13434928284047;2;3
9243040186369;13709806190983;1;3
4466770199426;13434932478855;2;10
8832333938689;13436538896771;2;4
26423446241281;30891285987715;2;3
8968699150337;13436538896771;0;2
39651142287746;66074588529027;0;1
4466766136194;13434928481155;1;1
4466766070658;13434928351107;0;1
22333829955970;31301992235399;0;1
4467839746442;13299099943311;2;3
39651138224514;66074047660419;0;1
8830723522561;13298030592131;0;1
4604205089154;31027114525059;1;1
26422917758977;31027126911107;1;2
9105605427201;13709810450563;0;1
8830727520265;13297493590159;1;1
22058952114562;31027651264899;0;1
4604758605954;13435494514819;1;1
57243861008514;66074588594307;1;1
4604741828742;13435469349255;1;1
4604741894274;13710347321475;0;1
22196927873154;66212027482243;0;1
4467302941058;13299100139907;1;1
4467307135106;13436543156355;0;1
8832870809857;13301247426947;0;1
22058952180354;30889675572099;1;1
22059488920194;30890216440707;0;1
26422909370625;31027118522755;1;2
8831260197121;13435469349251;0;1
57380763091074;66211490611335;0;1
8968699150337;13710347255939;1;1
8968179056641;13434957643907;0;1
8968162279429;13435469348999;3;3
8831260196869;13298030461063;1;1
8831260197121;13298038784387;2;2
8832333938689;13299104137603;2;6
8831268585473;30890224828547;1;1
8831268585473;13298038784387;13;15
26423446241281;30890224828547;0;1
8831260196869;13299104137351;0;1
8831260196869;13298030395783;4;8
26422926147585;30889704734851;1;1
26422909435905;30889688023171;1;2
26422917758977;30890224828547;1;2
8830748491777;13298055561347;1;2
8830731714817;13298038784387;2;3
8830731714565;13434940866695;2;2
8830731780097;30889688023171;2;2
26422917758977;30889704734851;0;1
8830731714817;13297501979011;0;1
8830731715073;13297501913987;2;4
8830731714569;13297501913231;1;1
8830748491777;13434957643907;0;1
8830723326213;13434932478343;1;2
8831260196869;13298038784135;1;2
8832333938689;13299112525955;0;1
26422909370373;30889687957639;0;1
26422909370373;31027118522503;2;2
4604209152386;13434932478855;3;4
22196395196546;31027118522759;0;1
4741648105858;13709810385287;0;1
4467315458178;13435477737607;1;1
8830748491777;13297518690691;0;1
4741648105606;13710347255943;1;1
4466770198670;13435469349007;1;1
4466770199174;13298030396295;1;1
4466770198918;13298030461319;3;3
4467843940486;13299104202887;0;1
8831260262401;13298030461315;10;12
8968699150337;13436543090819;1;1
8830723327233;13297493526403;0;1
8968162279429;13709810385031;1;1
8968162279681;13709810385283;1;1
8968170668033;13709818773635;0;1
8831260262401;13299104202883;0;1
44015103803393;66074060046467;1;2
8830748491777;30889704734851;1;1
4468380811394;13299112526211;1;1
4467340624002;13298089115779;0;1
22058956374146;30889688154243;1;1
22058973020290;66074076823683;0;1
8968170668033;13434940866695;1;1
4466770264450;30889679634823;0;1
8830723326721;13298030396291;1;1
8830723391745;13298030461315;0;1
4466786975878;30889704734855;0;1
8830723457281;13297493721475;0;1
8831276974081;13298055561347;1;1
8831260197377;13298030396291;3;6
8968699150337;13435469414531;0;1
8831268585473;13435477737603;0;1
4604209217666;31027118588039;0;1
8832333938689;30891290181763;1;1
8831260262401;30890216505475;2;3
8831260262401;13298038849667;1;2
8830723522561;13297502109827;1;2
4467307069574;13435469414535;0;1
8968162344961;13434940932227;0;1
8830740168705;13297518755971;2;2
8830723391493;13297501978759;2;2
4466778587270;13298038849671;0;1
4466770198918;30889679634823;0;1
26422909435905;66074051723395;1;2
26560348323841;66211490611331;1;1
96791653548033;136442795835523;0;1
26422909370625;30890216440195;0;1
8968162344961;13709810450563;1;1
26560348323841;31301996429443;0;1
8830723325965;13297501913231;1;1
8830723326213;13297501913479;0;1
4467307135106;30890224894083;0;1
4467307069578;13435469349007;1;1
8968699150337;13435477737603;2;2
4604217540738;13435477803139;0;1
4466770264198;13435469414535;0;1
8830723522561;30889679765635;1;2
57243328331906;66074051854467;0;1
4466778718338;30889688154243;0;1
8968162279429;13434932478095;0;1
4467307069826;13435469414787;0;1
22058973020290;30889704735107;1;1
22059493113986;31027663782019;0;1
4466778652802;13298038849923;1;1
22058956243078;30890216440199;0;1
4467307069574;13298030396295;1;1
4466770199686;13297493526407;0;1
26422909435905;30889679765635;1;1
8831260262401;13298030592131;1;1
8968162344961;13434932674691;0;1
61607281459201;66211490611331;1;1
4604217540738;31027126911363;0;1
4879087059074;31301996429447;1;1
39788581240962;66211498999939;0;1
26560348323841;31027126911107;1;1
8831268585473;13298038849667;1;1
8830731714565;13297501978759;1;1
8830723522561;13297493721475;2;4
4604209152386;13434932674947;1;1
4466770199426;13298030461827;3;3
4466770329734;13434932674695;1;1
4466770198918;13297501979015;0;1
4604217540738;13434957709443;1;1
4466795364482;13434957709443;1;1
22058956243078;30889688023175;1;1
22196395196546;31027655458947;1;1
22058964631682;30890224894083;0;1
4466770198918;13297493590415;0;1
4467315458178;13298038849923;0;1
8830723325965;13298030395535;0;1
4604209152386;13435469414787;0;1
4466778587522;13435477737859;1;1
22058964631682;30890224828551;0;1
26423446241281;66074588528771;1;1
26422909370625;66074051658115;1;1
26422917758977;66074060046467;1;1
39651679158402;66074588594307;0;1
4466770264198;31027118588039;0;1
9105601233153;13709810385283;0;1
8830765268993;13297552244867;0;1
8830723391493;13297493721223;1;1
8830723391745;13297493721475;1;1
8830723653633;13297493983363;1;1
8830731780097;13297502109827;0;1
22058956243330;30891290182019;0;1
8830723326213;13297493590407;0;1
4466770264198;13709810450567;0;1
4604209152134;31301996429447;0;1
4467315458178;13298038849671;1;1
4467315458178;13298038980739;0;1
4467307069574;13298038784391;0;1
22058956243078;31027655393415;0;1
22058960437382;31027126911111;0;1
22058956243078;30890216439951;1;1
22058952048782;30890212245903;0;1
22058956243078;66211490611335;0;1
22058952114562;66211486482819;1;1
22058952049030;31027114393991;0;1
8830723325965;13298026266767;1;1
4467302940810;13299100008591;0;1
8831260197121;13299104137603;0;1
74972949135746;136580230594947;0;1
4467302876034;13435465155463;12;21
4466766070658;13298026267527;10;22
22058952049538;30890212246407;6;17
4467302875526;13298030396295;0;1
8831797133313;13436538962051;1;1
8831797068033;13436538896771;1;1
5154497642626;14261172617347;0;1
4604205285506;13434929266819;0;1
4466770264198;13299104202887;1;1
4466766070150;13298026398087;0;1
4604741828994;31027651264899;2;2
22058952114562;30889675440527;0;1
4604209152134;13434932674695;0;1
22196927873154;31027655393415;1;1
22059497308290;30890224894083;0;1
8830723325977;30889675374751;1;1
22058952049030;30890212245903;0;1
8830723325977;13297489330591;0;1
8830723325993;13297489330367;1;1
26422909370377;30889675374751;1;1
8968162279433;13434928283807;1;2
8830727520265;13297493524639;1;1
8831260196873;13298026201247;1;2
8830723391497;13297489395871;1;1
8830723326217;13297489330591;1;1
4467302875286;13435465154719;0;1
8830723325977;13298026201247;0;1
4467839746198;13299099943071;0;1
4604205023366;13434928349343;1;1
4604204957846;13434932478111;1;1
4604741828742;31027651199119;1;1
4604204958086;31027114328463;0;1
22059488919686;66074584334479;0;1
4879082864774;13709810385039;0;1
4466770198670;13434932543631;0;1
8830723325953;13297489330563;502;1000
8830735908865;13298038784387;1;3
8830735908865;13434940866947;0;2
4467302941058;13298038849923;0;1
22058956243330;30889679569295;1;3
4466770264450;13297501979015;1;1
4466770198922;13298030395791;0;2
22058952051074;30889675378563;0;1
4467302941058;13298026267527;2;3
4466770198918;30889687957895;1;1
4467307069826;30890224828803;0;1
4466766004622;30889675375503;1;1
39651138093446;66074047463823;0;1
4467307069826;30890216505731;1;1
4467302941058;30890212311939;1;1
4467302875526;31027651199367;0;1
4604205023618;31027114394499;0;1
8830723327489;13297489332103;0;2
74835510182278;136442791641479;0;1
8830723327489;13297493526403;2;4
4466770200962;13297493528451;1;1
4466770198918;13297493526407;0;1
4604741828994;13435465156483;0;1
8830727585793;13297493590915;1;3
4467307069826;13298030461319;0;1
4467302876034;30890212311939;1;1
4467302875526;30890212246407;0;1
57243324137858;66074051658627;0;1
4467843940738;13299104203139;0;1
4466766070658;30889675441031;8;15
4879082865026;13709806387587;1;1
4604741828994;13710343127427;0;1
8830723392513;13297489397635;1;3
4466766136194;13297489528707;0;1
8830723522561;13298026398083;1;2
8968162344961;13435465220483;3;4
8830727520261;13297501913479;2;3
4466786976130;13297518690695;1;1
4466770198930;13297493524895;0;1
22058952049538;30889679635331;1;1
4604209152386;13434940867459;0;1
4466770199426;30889679635331;1;1
4604209152386;31027118523267;0;1
4467303006594;13435465351555;0;1
4466766071170;13297489397639;0;1
8832333938689;13299099943303;2;4
22058952049030;30891285987719;0;1
4466774458754;13297501979523;0;1
8832333938689;13299099943811;3;6
4466766201218;66074047660419;0;1
22058956243330;30890216505731;0;1
22058952049030;30890212311431;0;1
4604204959106;13709806192515;0;1
4467311264130;13299112526211;0;1
22058952049034;30890212245903;0;2
57243324137858;66074047464327;0;1
4466778587522;31027126911363;0;1
4467307069826;13298030396295;1;1
4468376617346;30891285987719;1;1
4468376617346;13436538896775;0;1
8831264391169;13299104137603;1;3
4604209152386;31027118588291;0;1
4604205023618;13434928480647;2;3
4467839811970;13299100008839;1;1
4466774458754;13297501979015;0;1
39651138093954;66074047529859;0;1
4466766071170;30889675442051;0;1
22058952114562;31027114394499;1;1
22058952114562;31301992300931;0;1
4467307069826;31027655393667;0;1
4466766007170;13297493528451;0;1
8830727585793;13297501979011;1;3
8968166473729;13434940866947;1;2
4466766332290;13434928742787;0;1
4466770198918;30889679569799;0;1
4604204958594;13434932478855;12;22
4604204958086;13436538896775;0;1
22058952049538;30889679569799;9;19
22059488919938;66074584400259;0;1
4467302941058;13299100008839;1;1
4604741828994;13435465155463;0;1
4466770264450;13434932544387;1;1
4466778587522;13434940932483;0;1
8830723326473;13297489331087;8;8
4466774393222;13297501913991;1;1
4466766004622;13434928284559;0;1
4466766070150;30889675441031;1;1
4466766071170;13298026268547;0;1
4466766005638;13297489397639;0;1
4466770199426;13434932544387;0;1
22058960437634;30889687957895;0;1
4879082865026;13709806257027;0;1
4604741828994;31027655393667;0;1
4604205023618;31027118588291;1;1
4604204958594;31027114394499;0;1
39788577046914;66486364324227;0;1
4467307069826;30891290182019;0;1
22333829955970;31302529106307;0;1
39651674964354;66074588529027;0;1
4466766070150;13434928350087;0;1
5291399725442;14259562004871;0;1
9243040186369;13710343061891;0;2
22196391002498;66211486417795;0;1
22058952049030;30889679569799;0;1
4466766135686;13434928480647;1;1
4466766004630;13434928284063;0;1
4466770198922;13297493524895;1;2
4466774393226;13297501913487;1;2
4467302941058;30890212311431;0;1
22196391002498;31027655393667;0;1
4604213346690;13434940866951;1;2
4604205089154;13434932674947;0;1
4879082865026;13710347256195;1;1
4604205023618;13434940932483;0;1
4467302876034;13298038784899;0;1
4466774524290;13297502110083;0;1
4468376617346;13436538962307;1;1
4604204958594;13434932544387;0;1
22333829955970;66486364324227;0;1
4604209152386;13434940866951;0;1
4467302941058;13435465220995;1;1
4879082865026;13709810450819;0;1
4604741828994;13435465351555;0;1
4604209152386;13435477737859;1;2
22058956243330;30890224828803;2;2
4466770198918;13298030396295;0;1
22058952049538;30890212311939;1;2
4466766136194;13298026398595;0;1
8831260262401;13299100008835;3;4
22058952114562;30889688023427;0;1
4467843940738;13436543091075;1;1
4466770199426;13298038784899;1;1
4741648105858;13710347256195;0;1
4604209152386;13436543091075;0;1
4604204958098;13434928284063;0;1
4742180782466;13710343127427;1;1
22333829955970;31301992235907;0;1
4604205023618;13435469414787;0;1
39651142287746;66074051658627;0;1
4604204958090;13434928284063;1;2
4466766004650;13297489330623;0;1
4467302941058;30890216505731;0;1
4467839811970;30891286053251;1;1
74835514376578;136442795835779;1;1
39651142287746;66074051723651;1;1
4466778587522;66074060046723;0;1
4604209152386;31027655393667;1;1
4604205023618;66211486482819;1;1
4466766070154;30889675440527;0;1
4466766070150;30889679634823;1;1
4466766070150;30890212311431;1;1
39651138158978;66074047660419;0;1
4467302941058;66074584400259;0;1
22058956243330;31301996429699;1;1
4604205023618;13434932543879;0;2
4604204958086;13435469349255;1;1
22196391002498;31027118523267;0;1
4466774393222;13434940866951;1;1
4467311264130;13298038784391;0;1
4467307069826;13299104137607;1;1
4604741828994;13435465154959;0;1
4466778587522;30889688023427;1;1
4466786976130;30889704735107;1;1
4466770329986;30889679765891;0;1
4466766201218;13434928481155;1;1
4466766070150;13299100008839;1;1
4466770199426;13299104138115;0;1
4466770264450;13298038849923;2;2
22058956243330;31027655393667;1;1
4466778587522;13298038849923;3;3
4466770198918;13298038784391;2;2
4466770264450;13435469414787;0;1
4467839877506;13299100139907;1;1
39652211835266;66075658076547;0;1
4466766070150;13435465220487;1;1
4466766005126;13435465155463;1;1
4467839811970;13299104203139;0;1
4466766070658;13298026398595;1;1
4466766070150;13298030461319;0;1
22058952114562;66074584400259;1;1
22058952049538;66074584335235;0;1
4604209152386;13435469349255;0;1
4466766070658;13297489527687;2;3
4466770264450;13297493590415;0;2
4466766070154;13298026267023;2;4
4741643977090;13709806256519;2;3
22058952114562;30889675571591;0;1
4466770199938;13297493526407;1;1
4466770198922;13297493525391;0;2
22058952049030;31027114328967;0;1
4466766201218;30889675572099;1;1
39651138158978;66074584400259;1;1
4466774458754;30889688023427;1;1
4466766201218;30889675571591;1;3
4466766070658;66074047529859;0;1
4604213346690;31027126911363;1;1
4604209152386;31027126911363;0;1
4604205023618;13709806256519;2;3
4604204958594;13435465155463;14;27
22196391002498;31027114328967;0;1
4604205023618;13434928349583;0;2
22058956243330;30889679634823;0;1
4466766201218;13298030592387;1;1
4466766070658;13434932544387;1;1
4466770329986;13298030592387;0;1
4466774393730;13297501913991;38;49
4466766005130;13297489332111;4;7
22058952049538;30889675376519;3;7
4467307069826;30890216440199;1;2
4604741828994;13436538896775;0;1
4467307069826;13435469349763;0;1
4466766007682;13298026205059;0;1
4468376617346;30891285988227;1;1
22059488919938;30890212246407;0;1
4604741828994;13435469349763;0;1
5153960771970;14259562004871;0;1
4466770461058;13297493983619;0;1
39651674964354;66074584400259;0;1
22058952049034;30889675440527;2;4
4466766004634;13434928284063;0;1
4466766135686;13297489527183;1;1
4467302875526;13298026267023;0;1
22058956243330;30890216440707;0;1
4467839746946;13299100009347;1;1
4467839746438;13299100008839;0;1
22058952114562;30889675441031;0;2
4604204958086;13709810385287;1;1
4879082865026;31301996429699;1;1
4879082865026;13709810385287;2;3
4605278699906;13436543091075;1;1
4466766005126;13434932478855;1;1
4604204958086;13434940866951;0;1
4466766070658;30889679635331;1;1
4466766071170;13297493591939;0;1
22058960437634;30889688023427;0;1
4604204959106;13434928351107;0;1
4466766201218;30890212442499;0;1
4466770264450;30889679635331;0;1
22058952114562;30891286053251;0;1
4466770199426;13298030396295;13;26
4467302941058;13298026398595;0;1
39651138158978;136442791707011;0;1
4466766070150;13434932543879;0;1
4467302875526;13435469349255;1;1
4466766005126;13434928350087;0;1
4466770198918;13434940866951;0;1
22058952180098;30889679765891;0;1
4466766006146;13297489397639;3219;3219
4466766006146;13297493526407;177;177
4467302876034;13298026267527;14;33
4467302876034;13298030396295;10;20
4466766201218;13298026398087;0;1
4604205023618;13435465351555;0;1
39788577046914;66211486482819;0;1
22058952050050;30889679570819;0;1
4467302876034;30890212246407;5;12
4604205023618;13709810450819;1;1
39788577046914;66211490611587;0;1
22196391002498;31301996429699;0;1
4466766006146;13297493591939;1;1
4467302876034;30890216440707;1;1
22058952049538;31027118523267;0;1
4604204958086;13434932478351;0;1
4466774458754;13298038849923;1;1
4466774458754;13434940932483;0;1
4467302876034;13298030461827;0;1
4466786976130;13298055561603;2;2
4467843940738;13299112526211;0;1
4467307069826;30890216440707;0;1
39651138158978;66074047529351;2;3
4604204958086;13435465155463;0;1
4467302876546;30890212247427;0;1
22059488919938;30890212247427;0;1
4741643912066;13709810385795;0;1
4466766006146;13435465156483;1;1
4467302876034;31027651199875;1;1
4467839746946;13436538897283;1;1
4467302876034;13435469349763;0;1
4466766070658;13435465220995;0;1
4466766004622;13435465154959;0;1
4741643912066;13709806257027;1;1
4466770199426;13709810385795;1;1
22058956243330;31027118523267;1;1
4466770199938;13434932479875;0;1
22058960437634;31027126911363;0;1
4742180782466;31302529106307;0;1
4604741828994;13435465220995;0;1
4467302876034;13435465156483;0;1
4604741828994;13435465220487;0;1
4466770198918;13297493590919;0;1
4468376617346;31028724941187;1;1
4466766070150;13297493590919;0;1
22058952049030;30889675376519;0;1
4466766070150;13709806256519;0;1
4467843940738;30891290182019;0;1
4467303006594;13298030592387;0;1
4467311264130;13298038849923;0;1
4467302875526;13298030461319;1;1
4467311264130;30890224828803;1;1
4466766070154;13297489396623;2;3
39651138158978;66074051723651;1;1
4466770264450;13709810450819;1;1
4466778587522;13434940866951;2;3
4466770198918;13709810385287;0;1
4604204958086;13434928350087;0;1
4467302875526;30890212245903;0;1
4467839746438;13436538896775;1;1
4466766070150;13298026267527;0;1
4466766070658;13297493590919;2;11
4466766005126;30889679569799;0;1
4466766007682;13434928287619;0;1
4467302941058;31027651264899;0;1
22058952049034;30889675375503;1;3
4604204958090;13434928284559;3;4
22058952049538;30890216440707;0;1
8830744297477;13434957644167;0;1
4466766397826;13298026660227;0;1
4879082865026;13710343061895;0;1
4466770264450;30890216505731;0;1
4604209152386;13434932544387;0;1
4466770199938;13297501915011;0;1
4467302941058;13298030461827;0;1
39651674964354;66074584334727;1;1
4467302941058;13299104203139;0;1
4466766070658;30890212311939;1;1
4466766070658;13299100009347;0;1
22058952049538;31027114394499;0;1
4604209152386;31027118522759;0;1
4604204958086;31027651199367;1;1
4604204958594;31027114328967;9;16
110019882271106;136580230594947;1;1
4742180782466;13710343062403;0;1
4467302941058;13299100009347;0;1
4466766004622;13434932478351;0;1
4467302875526;30890216440199;1;1
22058952049030;30889679634823;0;1
4466774393730;13434940867459;1;1
4466791170434;13297518690695;1;1
4466807947650;13297552245123;0;1
4604213346690;13434940867459;0;1
4466766070658;13297501979523;0;1
4466770199938;13298030397315;1;1
4466770199426;30890216440707;1;1
4466770198918;30890216440199;0;1
4467843940738;13299104137607;1;1
4468913488770;13301247427459;1;1
39651138093954;66074584335235;0;1
39788577046914;66212023288195;1;1
4879082865026;31301992300931;1;1
4604204958594;31027651199875;1;2
4466766201218;30889679765891;1;2
39651138158978;66211486482819;0;1
4466766070658;13434928350087;6;15
22058952049538;31027114328967;8;17
4468376617346;30891286053251;0;1
4604205023618;13435465220995;0;1
4604205023618;13710343127427;0;1
22060025790850;31028724941187;0;1
4466766201218;13434928480647;0;2
57243324137858;66074051723651;1;1
22058952049030;30889675571591;0;1
22059488919938;31027651264899;0;1
4466778587522;13297501979015;2;4
4466770198922;13297493590415;3;4
4466770329986;13297502110083;0;1
57243324137858;66211486482819;0;1
22058952049030;30890212246407;0;1
22058952114562;30890216505731;1;1
22060025790850;30891285987719;2;4
4466770198918;31027118522759;0;1
4466770264450;13434932543879;0;2
4879082865026;13710343062403;1;1
4604205023618;13436538962307;0;1
4604204958594;31027118523267;1;1
22196391002498;31027118588291;1;1
4604209152386;13709810450819;1;1
4604213346690;13434940932483;0;1
4466770329986;13434932674947;0;1
4467302875530;13298030395791;0;2
4604205023618;13709806257027;1;1
22196391002498;31027114329987;0;1
4467302875526;66074584334727;0;1
4467302876546;13298030397315;0;1
5016521884034;14259562070403;0;1
4466778587522;13297501915011;0;1
4466766005126;13297489527687;0;1
4466770199426;30889679569799;4;10
4466766136194;13297489527687;7;23
4879082865026;31302529106307;0;1
4604204959106;31027114329987;0;1
4604205023618;31301992300931;1;1
4879082865026;66486364324227;1;1
26697787342849;31301992301443;0;1
26423446241285;31027651199879;4;6
4466766070150;30889675571591;0;1
39651142287746;66211490611587;0;1
4466766007170;13297489399683;0;1
4741643911558;31301992235399;0;1
22058952050050;30889675376519;0;1
9380483334149;14259566199175;0;1
4466766070154;13297489527183;2;3
4466766332290;13297489789319;0;1
8830723391509;13297493590431;1;1
22058952049034;30889675375007;3;4
4467307069826;13435469349255;0;1
4604204958594;31027114329987;0;1
4466766005126;13299099943815;0;1
4466766006146;31027114329987;1;1
4741643912066;13709806191495;19;29
4741643912066;31301992235907;0;1
4467311264130;13298038784899;1;1
4466770198922;13434932478351;4;5
4604204958090;31027114328463;0;1
4604204958086;31027114328967;1;1
4467302875526;13435465155463;0;1
4604204958086;13434932478855;1;1
39651138093446;66074047464327;0;1
4466770198918;13299104137607;0;1
4467302875526;13298026267527;0;1
4604204958594;13434928284559;8;14
4604741828994;31027651199367;0;1
39788577046914;66211486417795;1;1
4604204958086;13709806191495;1;1
22059488919938;30890212311939;1;1
57243324137858;66074051658119;0;1
26422913564677;30889679765895;0;1
4466782847362;13297518756227;0;1
57243324137858;66074584400259;0;1
39651138093954;66074047464327;5;12
22058952049538;30889675375503;5;11
39651138093446;66211486417287;0;1
4604209152386;66211490611587;1;1
4604741828994;31302529106307;0;1
4466766070154;13297489396127;0;1
57243324137858;66074584334727;2;3
4467303137666;13298026660227;1;1
4467303006594;13298026398087;0;1
4467303006594;30890212442499;1;1
22058952180098;30889675571591;0;1
4467303006594;13299100139907;0;1
4466791170434;13297518756227;0;1
4466766006146;13434928285575;123;123
4466766070658;13709806257027;1;1
4466766006146;13709806192515;1;1
4741644042626;13709806387587;0;1
4466770198922;13297501913487;0;1
4466766201218;13435465351555;0;1
8830727651333;13297493721991;0;1
4466766005126;31027114328967;0;1
4466770329986;13297493721479;0;1
4466778587522;13297501979523;1;1
4466778587522;13297501913991;0;1
4466770329986;13297493721987;1;1
4467307069826;13298030461827;0;1
22058956243330;30890216440199;0;2
4467307069826;13710347256195;0;1
110019882271106;136442791707011;0;1
22058952180098;30889675572099;0;1
4604205220226;13434928742787;1;1
22058952049030;66074047529351;1;1
4466766397826;30889675833731;1;1
4466766136194;30889675572099;1;1
4604204958086;13435465220487;0;1
22060025790850;30891290182019;1;1
22060025790850;30891285988227;1;1
22060025790850;30891286053251;1;1
22196391002498;31027651199875;2;2
4467843940738;13301251621251;1;1
4467839746946;13299099943815;9;21
4466766005126;13298026267527;1;1
22058952049538;31301992235907;0;1
4466766007682;13297489399683;0;1
4604204958594;13434928285575;5;8
4466770199426;66074051658627;1;1
4466770198918;66074051658119;0;1
4604204958594;13435465220995;2;2
4466766005130;13298026201999;8;20
4466770199426;13435469349763;1;2
26423454629889;30890224828807;1;1
8831260262913;13298038850435;1;1
8968699151361;13435469350787;0;1
22060025790850;66075658076547;0;1
4466766006146;13298026268547;1;1
4467839746946;30891285988227;1;1
4466766007170;13298026205059;1;1
4467839746946;13299104138115;0;1
4741643912066;13710343062403;1;1
22058952049538;30890212247427;1;1
22058952049538;31027651199875;0;1
8831285362689;30890241606019;1;1
8968707538945;13435494515075;1;1
8968699215873;13435469415299;1;1
8832342327297;13299112591747;1;1
8831260393473;13298030592391;1;1
26423454629889;31027663782275;0;1
8831260262405;13298038849927;1;1
4466770264450;13299104203139;0;1
4466766006146;13299099944835;1;1
4466766006146;30890212247427;1;1
4604204958594;13435465156483;1;1
8831264456705;13435469415299;1;1
22058952049538;30891285988227;0;1
4604213346690;13435477737859;1;1
4604209152386;13435469349763;1;1
4472134713730;13305542394243;0;1
4466766005126;13298026203015;1;1
8968699215873;31027651265411;0;1
8831264391681;31027655394179;1;1
4879082865026;13710343127427;1;1
22196391002498;31302529106307;0;1
4466778587522;30890224828803;0;1
4466766005126;13298030396295;1;1
4466774393222;13298038784391;0;1
4466766005126;30890212246407;1;1
4466766004610;13297489330567;1652;2000
4466766201218;13297489527687;0;1
4466766004634;13297493524895;1;2
4466766006146;30889675376519;65;65
4604204958594;13434928350087;10;27
9105601298437;13709806257031;0;3
8968166473733;13434932478863;0;2
26422913564677;30889687958407;3;5
4467302941058;13298026267023;0;2
22196391002498;31301992235399;1;2
4879082865026;13709806191495;1;3
4466766006146;13298026203015;310;310
8831260196877;13298026267535;0;2
4604209152386;13434932543879;0;1
4466770264450;13297493721479;0;1
4466770199426;13297493526407;2;6
4466766070658;13297489397639;4;7
4466766007170;13297489334151;4;8
9243040186373;13710343062407;1;3
8830735908869;13434940867463;4;5
8830727520269;13434932478863;0;2
8831268585477;13298038784903;0;2
